time,OSI-450-CDR
2001-02-15 00:00:00,4.0112499999999995
2001-03-16 12:00:00,5.326250000000001
2001-04-16 00:00:00,7.807500000000001
2001-05-16 12:00:00,11.280000000000001
2001-06-16 00:00:00,14.27375
2001-07-16 12:00:00,16.599999999999998
2001-08-16 12:00:00,18.368750000000002
2001-09-16 00:00:00,18.748124999999995
2001-10-16 12:00:00,18.37125
2001-11-16 00:00:00,16.258750000000003
2001-12-16 12:00:00,11.721874999999999
2002-01-16 12:00:00,5.172499999999999
2002-02-15 00:00:00,3.29
2002-03-16 12:00:00,4.288125
2002-04-16 00:00:00,7.325625
2002-05-16 12:00:00,10.274375
2002-06-16 00:00:00,13.335
2002-07-16 12:00:00,16.28
2002-08-16 12:00:00,17.84875
2002-09-16 00:00:00,18.593749999999996
2002-10-16 12:00:00,18.555
2002-11-16 00:00:00,16.412499999999998
2002-12-16 12:00:00,12.065
2003-01-16 12:00:00,6.49875
2003-02-15 00:00:00,4.121875
2003-03-16 12:00:00,5.116874999999999
2003-04-16 00:00:00,8.074375
2003-05-16 12:00:00,11.688749999999999
2003-06-16 00:00:00,14.796249999999999
2003-07-16 12:00:00,17.150000000000002
2003-08-16 12:00:00,18.371249999999996
2003-09-16 00:00:00,18.914375
2003-10-16 12:00:00,18.745624999999997
2003-11-16 00:00:00,16.936249999999998
2003-12-16 12:00:00,11.9925
2004-01-16 12:00:00,6.056875000000002
2004-02-15 12:00:00,3.8512500000000003
2004-03-16 12:00:00,5.144375
2004-04-16 00:00:00,8.117500000000001
2004-05-16 12:00:00,11.458749999999998
2004-06-16 00:00:00,14.72125
2004-07-16 12:00:00,17.059375
2004-08-16 12:00:00,18.581249999999997
2004-09-16 00:00:00,19.454375000000002
2004-10-16 12:00:00,18.984374999999996
2004-11-16 00:00:00,16.975
2004-12-16 12:00:00,12.0025
2005-01-16 12:00:00,5.3481250000000005
2005-02-15 00:00:00,3.1137500000000005
2005-03-16 12:00:00,4.83125
2005-04-16 00:00:00,7.7575
2005-05-16 12:00:00,11.316875000000001
2005-06-16 00:00:00,14.406874999999998
2005-07-16 12:00:00,17.11
2005-08-16 12:00:00,18.625625
2005-09-16 00:00:00,19.626875
2005-10-16 12:00:00,19.150000000000002
2005-11-16 00:00:00,17.186874999999997
2005-12-16 12:00:00,11.45875
2006-01-16 12:00:00,4.5843750000000005
2006-02-15 00:00:00,2.8312500000000003
2006-03-16 12:00:00,3.7625
2006-04-16 00:00:00,6.880624999999999
2006-05-16 12:00:00,10.587499999999999
2006-06-16 00:00:00,14.334374999999998
2006-07-16 12:00:00,17.000625000000003
2006-08-16 12:00:00,18.909375
2006-09-16 00:00:00,19.8225
2006-10-16 12:00:00,19.415
2006-11-16 00:00:00,17.145
2006-12-16 12:00:00,11.180624999999997
2007-01-16 12:00:00,5.355
2007-02-15 00:00:00,3.1856250000000004
2007-03-16 12:00:00,4.4468749999999995
2007-04-16 00:00:00,7.3325000000000005
2007-05-16 12:00:00,10.741249999999999
2007-06-16 00:00:00,14.266875
2007-07-16 12:00:00,16.94125
2007-08-16 12:00:00,18.47
2007-09-16 00:00:00,19.6975
2007-10-16 12:00:00,19.125
2007-11-16 00:00:00,16.7475
2007-12-16 12:00:00,13.101249999999999
2008-01-16 12:00:00,7.430625000000001
2008-02-15 12:00:00,4.343125000000001
2008-03-16 12:00:00,6.04875
2008-04-16 00:00:00,9.047500000000001
2008-05-16 12:00:00,11.869999999999997
2008-06-16 00:00:00,14.882499999999997
2008-07-16 12:00:00,16.975
2008-08-16 12:00:00,18.395
2008-09-16 00:00:00,18.983124999999998
2008-10-16 12:00:00,18.598124999999996
2008-11-16 00:00:00,17.043125
2008-12-16 12:00:00,12.889375
2009-01-16 12:00:00,6.625624999999999
2009-02-15 00:00:00,3.383750000000001
2009-03-16 12:00:00,5.403125
2009-04-16 00:00:00,8.690624999999999
2009-05-16 12:00:00,11.899999999999999
2009-06-16 00:00:00,14.832500000000001
2009-07-16 12:00:00,17.125625
2009-08-16 12:00:00,19.1425
2009-09-16 00:00:00,19.726875
2009-10-16 12:00:00,18.961875000000003
2009-11-16 00:00:00,16.715625
2009-12-16 12:00:00,11.999375
2010-01-16 12:00:00,5.409999999999999
2010-02-15 00:00:00,3.4362500000000002
2010-03-16 12:00:00,4.335
2010-04-16 00:00:00,7.663749999999999
2010-05-16 12:00:00,11.891875
2010-06-16 00:00:00,15.338124999999996
2010-07-16 12:00:00,17.543124999999996
2010-08-16 12:00:00,19.263125
2010-09-16 00:00:00,19.824375000000003
2010-10-16 12:00:00,19.208750000000002
2010-11-16 00:00:00,17.39125
2010-12-16 12:00:00,12.96125
2011-01-16 12:00:00,5.1468750000000005
2011-02-15 00:00:00,2.731875
2011-03-16 12:00:00,3.9675
2011-04-16 00:00:00,7.146249999999999
2011-05-16 12:00:00,11.238749999999998
2011-06-16 00:00:00,14.13875
2011-07-16 12:00:00,16.788124999999997
2011-08-16 12:00:00,18.666874999999997
2011-09-16 00:00:00,19.429375000000004
2011-10-16 12:00:00,18.984999999999996
2011-11-16 00:00:00,16.748124999999998
2011-12-16 12:00:00,12.847500000000002
2012-01-16 12:00:00,6.38375
2012-02-15 12:00:00,3.92125
2012-03-16 12:00:00,5.340625
2012-04-16 00:00:00,8.306875000000002
2012-05-16 12:00:00,11.364374999999999
2012-06-16 00:00:00,14.594999999999999
2012-07-16 12:00:00,17.101250000000004
2012-08-16 12:00:00,18.798125000000006
2012-09-16 00:00:00,19.865625
2012-10-16 12:00:00,19.315625000000004
2012-11-16 00:00:00,17.13625
2012-12-16 12:00:00,11.968749999999998
2013-01-16 12:00:00,6.14875
2013-02-15 00:00:00,4.148750000000001
2013-03-16 12:00:00,5.578125000000001
2013-04-16 00:00:00,8.369375000000002
2013-05-16 12:00:00,11.855
2013-06-16 00:00:00,15.110000000000001
2013-07-16 12:00:00,17.541874999999997
2013-08-16 12:00:00,19.406875
2013-09-16 00:00:00,20.301875000000003
2013-10-16 12:00:00,19.918749999999996
2013-11-16 00:00:00,17.653750000000002
2013-12-16 12:00:00,13.185625
2014-01-16 12:00:00,7.1156250000000005
2014-02-15 00:00:00,4.130625
2014-03-16 12:00:00,5.5925
2014-04-16 00:00:00,9.368125000000001
2014-05-16 12:00:00,12.51
2014-06-16 00:00:00,15.709999999999999
2014-07-16 12:00:00,17.8775
2014-08-16 12:00:00,19.716250000000002
2014-09-16 00:00:00,20.646874999999998
2014-10-16 12:00:00,19.603749999999998
2014-11-16 00:00:00,17.141875
2014-12-16 12:00:00,12.96625
