Longitude,ACCESS-CM2,ACCESS-ESM1-5,CMCC-CM2-SR5,CMCC-ESM2,CanESM5,EC-Earth3,EC-Earth3-CC,EC-Earth3-Veg,EC-Earth3-Veg-LR,FIO-ESM-2-0,GFDL-ESM4,IPSL-CM5A2-INCA,IPSL-CM6A-LR,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NorCPM1,NorESM2-MM,SAM0-UNICON,TaiESM1
-152.0,-60.6173095703125,-57.3833236694336,-59.77114868164063,-59.26388549804688,-64.00422668457031,-70.84856047272677,-74.16861474202683,,-72.8745261614333,-57.85166,-66.81037139892578,-73.598590659794,-65.80536651611328,-72.52173913043478,-77.1375793747657,-76.60349374516024,-62.5,-56.278649436102974,,-58.385887145996094,-57.85165786743164
-151.5,-60.6173095703125,-57.00765609741211,-59.77114868164063,-59.26388549804688,-64.00422668457031,-70.84849564562447,-74.16816329359818,,-72.87620908405671,-57.85166,-66.81037139892578,-73.59897994995117,-66.11151885986328,-72.53260869565217,-77.05359729568698,-76.54285847038045,-62.5,-56.24897003173828,,-58.385887145996094,-57.85165786743164
-151.0,-60.6173095703125,-57.00765609741211,-59.77114868164063,-59.26388549804688,-64.32868766784668,-70.84840799562464,-74.1244706165968,,-72.87614415915635,-57.85166,-66.81037139892578,-73.59897994995117,-66.11151885986328,-72.54347826086956,-76.61820442823942,-76.47731213570833,-62.5,-56.24897003173828,,-58.385887145996094,-57.85165786743164
-150.5,-60.6173095703125,-57.00765609741211,-59.26388549804688,-59.26388549804688,-64.43910217285156,-71.17264571622245,-74.16700778784845,,-73.02069323068619,-57.85166,-66.81037139892578,-73.59404114475701,-66.11151885986328,-72.55434782608695,-76.35345079111701,-76.43535776297513,-62.5,-56.24897003173828,,-58.385887145996094,-57.85165786743164
-150.0,-59.92523956298828,-57.00765609741211,-59.51751708984375,-59.26388549804688,-64.65314865112305,-71.17363045610062,-74.29499764161342,,-72.87894578697303,-57.85166,-66.9084243774414,-73.88116930997792,-66.3123893737793,-72.56521739130434,-76.35309615490732,-76.35258471914872,-62.5,-56.24897003173828,,-58.385887145996094,-57.85165786743164
-149.5,-59.92523956298828,-57.00765609741211,-59.77114868164063,-59.26388549804688,-64.86719512939453,-71.17349319402156,-74.17438094731021,,-73.02125267832405,-57.85166,-67.00608253479004,-73.88130950927734,-66.3123893737793,-72.57608695652173,-76.0950928164333,-76.2361482475148,-62.5,-56.24897003173828,,-58.385887145996094,-57.94069608052572
-149.0,-59.7446174621582,-57.00765609741211,-59.77114868164063,-59.26388549804688,-64.86719512939453,-71.17332938784789,-74.16550589447829,,-72.95080992980323,-57.85166,-66.90803146362305,-73.88130950927734,-66.3123893737793,-72.58695652173913,-75.96084752111364,-76.08147322564055,-62.5,-56.24897003173828,,-58.385887145996094,-58.17813131544325
-148.5,-59.217960357666016,-57.00765609741211,-59.77114868164063,-59.26388549804688,-64.86719512939453,-71.1731654334196,-74.30285136204725,,-73.02237078526292,-57.88133944444445,-66.9084243774414,-73.88130950927734,-66.51325988769531,-72.59782608695652,-75.96048856822966,-76.07976831165908,-62.5,-56.24897003173828,,-58.41556655036079,-58.385887145996094
-148.0,-59.57159996032715,-57.00765609741211,-59.77114868164063,-59.26388549804688,-65.077880859375,-71.30631394254708,-74.31231164550222,,-73.0918172047067,-58.118775,-66.81037139892578,-73.88130950927734,-66.51166534423828,-72.6086956521739,-75.57197155276279,-76.10056004174888,-62.5,-56.24897003173828,,-58.65300178527832,-58.385887145996094
-147.5,-59.92523956298828,-57.00765609741211,-59.77114868164063,-59.26388549804688,-65.28856658935547,-71.49049108392195,-74.43013743378091,,-73.16646825660973,-58.35621055555556,-66.76095199584961,-73.88130950927734,-66.51325988769531,-72.6195652173913,-75.56823425636493,-76.12135177183866,-62.5,-56.24897003173828,,-58.890437020195854,-58.385887145996094
-147.0,-59.92523956298828,-57.00765609741211,-60.47578144073486,-60.0209846496582,-65.28856658935547,-71.49270158090557,-74.31171233286315,,-73.09681553725582,-58.59364611111111,-66.66211318969727,-73.88130950927734,-66.51325988769531,-72.6304347826087,-75.56787186833262,-76.14214350192846,-62.5,-56.24897003173828,,-58.92011642456055,-58.385887145996094
-146.5,-59.92523956298828,-57.00765609741211,-61.005332946777344,-60.27082061767578,-65.28856658935547,-71.49243471904852,-74.17292888830306,,-73.02306157803204,-58.83108166666666,-66.5628776550293,-73.88130950927734,-66.51325988769531,-72.6413043478261,-75.56750836184744,-76.05841234490758,-62.5,-56.24897003173828,,-58.92011642456055,-58.51944446563721
-146.0,-59.92523956298828,-57.00765609741211,-61.34507179260254,-60.75367736816406,-65.39225387573242,-71.49213393763884,-74.28090882040017,,-73.11083083701226,-58.92012,-66.5628776550293,-73.88130950927734,-66.51325988769531,-72.65217391304348,-75.39650683480703,-75.97020862210302,-62.5,-56.24897003173828,,-58.99431440565321,-58.72720029619005
-145.5,-59.92523956298828,-57.00765609741211,-61.72504806518555,-61.2476921081543,-65.49594116210938,-71.6503185751985,-74.22450171703267,,-73.0678119393367,-58.92012,-66.5628776550293,-73.88130950927734,-66.51325988769531,-72.66304347826087,-75.17524926374777,-75.88200489929844,-62.5,-56.24897003173828,,-59.113031175401474,-58.84591791364882
-145.0,-59.92523956298828,-57.00765609741211,-62.18612384796143,-61.70138740539551,-65.39225387573242,-71.64893948801762,-74.27686196238336,,-73.0927800430861,-58.964638333333326,-66.5628776550293,-73.88130950927734,-66.51325988769531,-72.67391304347827,-75.17488378004025,-75.79380117649386,-62.5,-56.56060377756755,,-59.231747945149735,-58.92011642456055
-144.5,-59.92523956298828,-57.00765609741211,-62.42656326293945,-61.960086822509766,-65.28856658935547,-71.80303577885316,-74.1883566144877,,-73.11347952016891,-59.08335388888889,-66.4632453918457,-73.88130950927734,-66.51325988769531,-72.68478260869566,-75.17451761140926,-75.70354636682556,-62.5,-57.109672758314346,,-59.350464714898,-58.92011642456055
