Longitude,ACCESS-CM2,ACCESS-ESM1-5,CMCC-CM2-SR5,CMCC-ESM2,CanESM5,EC-Earth3,EC-Earth3-CC,EC-Earth3-Veg,EC-Earth3-Veg-LR,FIO-ESM-2-0,GFDL-ESM4,IPSL-CM5A2-INCA,IPSL-CM6A-LR,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NorCPM1,NorESM2-MM,SAM0-UNICON,TaiESM1
-159.0,-62.43702507019043,-58.85694313049317,-61.72504806518555,-61.48637008666992,-64.43910217285156,-75.24615786979105,-76.01461524527868,,-75.77043979428356,-59.98857,-72.56831359863281,-74.95533752441406,-69.8409271548702,,-77.41927206567988,-75.71751956480858,-65.5,-58.385887145996094,,-60.522796630859375,-60.522796630859375
-158.5,-62.6025276184082,-58.49592590332031,-61.72504806518555,-61.48637008666992,-64.43910217285156,-75.26036219329376,-76.00269973593625,,-75.75141215493007,-59.98857,-72.56831359863281,-74.95533752441406,-69.84096528973696,,-77.14695206760584,-75.69571554937987,-65.5,-58.385887145996094,,-60.522796630859375,-60.47827784220378
-158.0,-62.27927970886231,-58.49592590332031,-61.72504806518555,-61.48637008666992,-64.43910217285156,-75.3771945918793,-75.89970880155967,,-75.72913424896879,-59.98857,-72.52228355407715,-74.95533752441406,-69.84099198976595,,-77.09713179076678,-75.67391153395114,-65.5,-58.385887145996094,,-60.522796630859375,-60.41891945732964
-157.5,-61.956031799316406,-58.49592590332031,-61.72504806518555,-61.48637008666992,-64.43910217285156,-75.25394154105203,-76.00715230187907,,-75.5963090551277,-59.95889055555556,-72.56831359863281,-74.95533752441406,-69.84126236954243,,-76.79659454493768,-75.65210751852243,-65.5,-58.10393280453152,,-60.50795703464084,-60.49311743842231
-157.0,-61.956031799316406,-58.49592590332031,-61.72504806518555,-61.36703109741211,-64.43910217285156,-75.37296330717757,-75.88434139463894,,-75.57342004964313,-59.721455000000006,-72.52228355407715,-74.95533752441406,-70.01159973314486,,-76.74939427349543,-75.6303035030937,-65.5,-57.985215187072754,,-60.38924026489258,-60.25568389892578
-156.5,-61.956031799316406,-58.49592590332031,-61.72504806518555,-61.2476921081543,-64.43910217285156,-75.25162875116993,-75.76848629266483,,-75.51012260071957,-59.48401944444445,-72.52228355407715,-74.95533752441406,-70.01162720180517,,-77.10048731818617,-75.60849948766499,-65.5,-57.86649756961398,,-60.27052349514432,-60.01825035942925
-156.0,-61.956031799316406,-58.49592590332031,-61.48637008666992,-61.2476921081543,-64.33038330078125,-75.31243761881063,-75.87628132794426,,-75.54970139678954,-59.45434,-72.52228355407715,-74.95533752441406,-70.08900791730397,,-76.74874629370579,-75.58669547223627,-65.5,-57.85165786743164,,-60.15180672539605,-59.98857116699219
-155.5,-61.956031799316406,-58.49592590332031,-61.2476921081543,-61.2476921081543,-64.43910217285156,-75.24895726857135,-75.84815750346728,,-75.50867025938955,-59.45434,-72.52228355407715,-74.95533752441406,-70.1822280883789,,-76.74841771476689,-75.56489145680754,-65.25,-57.673581441243485,,-60.03308995564778,-59.98857116699219
-155.0,-61.79061794281006,-58.127458572387695,-61.2476921081543,-61.005332946777344,-64.43910217285156,-75.377147427665,-75.8818600511995,,-75.49859808664978,-59.38014277777778,-72.52228355407715,-74.95533752441406,-70.1822280883789,,-76.74808621349209,-75.54308744137883,-65.0,-57.58454322814941,,-59.98857116699219,-59.98857116699219
-154.5,-61.62520408630371,-57.75899124145508,-61.2476921081543,-60.76297378540039,-64.43910217285156,-75.2507369148149,-75.79456099700269,,-75.50265962669627,-59.261427222222224,-72.43022346496582,-74.95533752441406,-70.1822280883789,,-76.74775188804334,-75.5212834259501,-65.0,-57.46582561069064,,-59.98857116699219,-59.98857116699219
-154.0,-61.45979022979736,-57.75899124145508,-61.2476921081543,-60.76297378540039,-64.11294555664062,-75.2480178884603,-75.7640349469807,,-75.38201638015141,-59.14271166666667,-72.33816146850586,-74.95533752441406,-70.18221283447846,,-76.88912773811765,-75.49947941052139,-65.0,-57.31742858886719,,-59.98857116699219,-59.98857116699219
-153.5,-61.294376373291016,-57.75899124145508,-61.2476921081543,-60.76297378540039,-64.00422668457031,-75.24507564461891,-75.76364760079099,,-75.2529161911155,-59.02399611111111,-72.29212951660156,-74.95533752441406,-70.18219757825011,,-76.85490331622924,-75.47767539509267,-65.0,-57.31742858886719,,-59.98857116699219,-59.98857116699219
-153.0,-61.294376373291016,-57.75899124145508,-61.12467193603516,-60.516897201538086,-64.43571090698242,-74.99301761646366,-75.76304348452122,,-75.231185361737,-58.92012,-72.20006561279297,-74.95533752441406,-70.18217469728329,,-76.80554217394733,-75.45587137966395,-65.0,-57.31742858886719,,-59.98857116699219,-59.98857116699219
-152.5,-61.294376373291016,-57.75899124145508,-60.76297378540039,-60.27082061767578,-64.43910217285156,-74.98319343356954,-75.76242662778243,,-75.24670485440038,-58.92012,-72.10800361633301,-74.95533752441406,-70.18215181259161,,-76.75342883622494,-75.43406736423523,-65.0,-57.31742858886719,,-59.98857116699219,-59.98857116699219
-152.0,-61.294376373291016,-57.75899124145508,-60.88415336608887,-60.27082061767578,-64.52586936950684,-74.96825772472398,-75.64514758039523,,-75.12302276908488,-58.92012,-71.87784767150879,-74.95533752441406,-70.26596255003784,,-76.69852100919405,-75.4122633488065,-65.0,-57.31742858886719,,-59.98857116699219,-59.98857116699219
-151.5,-61.294376373291016,-57.75899124145508,-60.76297378540039,-60.27082061767578,-65.077880859375,-74.9629630961374,-75.51104439875165,,-74.99122295441354,-59.12787222222222,-71.83181762695312,-74.95533752441406,-70.34983985868239,,-76.61369364627284,-75.39045933337779,-65.125,-57.109672758314346,,-59.98857116699219,-60.09244834052192
-151.0,-60.95584297180176,-57.3833236694336,-61.005332946777344,-60.516897201538086,-65.28856658935547,-74.8573278178905,-75.38718573833825,,-74.98114711061903,-59.36530333333334,-71.7857837677002,-74.95533752441406,-70.51782620596384,,-76.46420203827799,-75.36865531794908,-65.0,-56.87223752339681,,-59.98857116699219,-60.21116511027019
-150.5,-60.6173095703125,-57.00765609741211,-61.2476921081543,-60.76297378540039,-65.28856658935547,-74.72327310136897,-75.26995831570038,,-74.98616256830786,-59.45434,-71.69372177124023,-74.95533752441406,-70.51776137094988,,-76.29480401537947,-75.34685130252035,-65.125,-56.783199310302734,,-59.98857116699219,-60.32988188001845
-150.0,-60.6173095703125,-57.00765609741211,-61.2476921081543,-60.76297378540039,-65.59962844848633,-74.77313002128619,-75.24250797375214,,-74.96535164470141,-59.45434,-71.64768981933594,-74.95533752441406,-70.51767750813217,,-76.29101469924501,-75.32504728709164,-65.25,-56.783199310302734,,-59.98857116699219,-60.44859864976671
